Application Date,Country,YOE,Seniority,Technology,Code Challenge Score,Technical Interview Score,approved
2018-07-31,Heard Island and McDonald Islands,7,Architect,Design,1,1,False
2020-03-07,Uruguay,28,Mid-Level,Development - CMS Frontend,5,10,False
2020-01-14,Greenland,24,Mid-Level,Security Compliance,1,0,False
2021-03-03,Cuba,13,Mid-Level,Technical Writing,8,4,False
2018-08-13,Macao,8,Architect,Design,3,1,False
2019-11-06,New Caledonia,28,Lead,DevOps,2,8,False
2020-11-11,Bosnia and Herzegovina,26,Mid-Level,Design,0,8,False
2021-02-17,India,30,Lead,Game Development,3,3,False
2018-10-02,Yemen,6,Architect,QA Manual,5,9,False
2018-04-10,Germany,27,Lead,Security Compliance,0,2,False
2019-03-04,Slovakia (Slovak Republic),9,Architect,Data Engineer,0,10,False
2018-11-28,Bolivia,7,Lead,QA Manual,0,8,False
2020-03-10,Poland,27,Intern,Development - CMS Backend,2,6,False
2019-08-07,Myanmar,13,Lead,Development - CMS Frontend,9,10,True
2020-06-23,Algeria,3,Mid-Level,Client Success,10,6,False
2021-02-01,Burundi,29,Architect,Development - FullStack,0,1,False
2018-02-27,Gabon,4,Senior,Business Analytics / Project Management,8,5,False
2018-03-25,Montenegro,3,Architect,Design,8,1,False
2022-03-01,Jordan,24,Architect,Social Media Community Management,4,0,False
2020-02-19,Madagascar,3,Mid-Level,Sales,9,1,False
2021-01-31,Spain,29,Senior,Development - Backend,6,3,False
2021-07-09,Afghanistan,26,Intern,Development - FullStack,3,10,False
2020-01-04,Germany,10,Architect,Database Administration,3,3,False
2019-09-26,Andorra,18,Mid-Level,DevOps,6,3,False
2021-01-14,Uzbekistan,4,Senior,Game Development,3,2,False
2019-08-28,Niue,4,Architect,Data Engineer,2,8,False
2020-07-21,French Polynesia,22,Trainee,Development - Backend,2,8,False
2021-03-11,Guinea,24,Senior,Business Analytics / Project Management,3,4,False
2018-01-10,Albania,1,Intern,System Administration,5,1,False
2019-06-11,Virgin Islands U.S.,9,Architect,Social Media Community Management,10,8,True
2020-03-26,United States Minor Outlying Islands,7,Mid-Level,Client Success,1,4,False
2018-07-06,Botswana,11,Senior,Salesforce,4,8,False
2020-04-06,Democratic People's Republic of Korea,25,Lead,Data Engineer,1,5,False
2020-07-26,Czech Republic,27,Junior,Security Compliance,7,4,False
2020-03-25,Bangladesh,5,Architect,Mulesoft,9,3,False
2019-07-25,Svalbard & Jan Mayen Islands,19,Trainee,DevOps,2,10,False
2018-01-09,Ecuador,13,Intern,Business Analytics / Project Management,3,1,False
2022-04-26,Madagascar,21,Senior,System Administration,10,2,False
2021-01-28,Cayman Islands,20,Lead,Social Media Community Management,5,6,False
2019-07-04,Gibraltar,25,Junior,DevOps,0,0,False
2021-03-17,Fiji,25,Trainee,Development - Frontend,9,3,False
2018-11-29,Jordan,2,Lead,Development - Frontend,3,7,False
2020-11-18,South Africa,11,Mid-Level,Game Development,8,1,False
2018-11-22,Ecuador,11,Intern,Development - CMS Backend,0,7,False
2020-09-22,Palestinian Territory,5,Junior,DevOps,2,4,False
2019-05-23,Czech Republic,12,Trainee,Client Success,6,8,False
2020-05-11,Burkina Faso,10,Intern,DevOps,8,6,False
2022-03-14,Venezuela,13,Trainee,DevOps,2,8,False
2021-03-17,Philippines,2,Lead,Mulesoft,2,10,False
2022-05-10,Cook Islands,6,Mid-Level,QA Automation,1,10,False
2020-07-05,United Arab Emirates,22,Junior,Salesforce,5,1,False
2021-12-30,Montserrat,27,Architect,Data Engineer,5,4,False
2019-06-04,Antigua and Barbuda,1,Trainee,Database Administration,2,8,False
2022-04-24,Latvia,13,Mid-Level,Security,10,4,False
2020-02-15,Nepal,29,Senior,Social Media Community Management,2,10,False
2022-01-31,Somalia,16,Junior,Adobe Experience Manager,2,10,False
2020-12-31,Lao People's Democratic Republic,19,Mid-Level,Development - Backend,0,1,False
2022-03-16,Jamaica,7,Junior,Database Administration,1,10,False
2018-04-13,Nauru,23,Intern,Client Success,8,5,False
2020-01-03,Kenya,10,Lead,Development - Frontend,3,4,False
2018-02-03,Vanuatu,25,Senior,Security Compliance,8,0,False
2021-05-21,Netherlands Antilles,3,Mid-Level,DevOps,1,10,False
2021-11-01,Heard Island and McDonald Islands,3,Trainee,Development - CMS Backend,8,10,True
2018-04-20,Nauru,11,Trainee,QA Manual,5,6,False
2022-02-23,Republic of Korea,20,Mid-Level,Social Media Community Management,2,5,False
2019-04-09,Ukraine,8,Intern,Client Success,6,9,False
2022-04-07,Rwanda,29,Architect,DevOps,1,4,False
2021-06-09,Mexico,23,Intern,Business Intelligence,7,10,False
2019-06-04,Antigua and Barbuda,6,Mid-Level,Game Development,8,2,False
2018-09-16,Azerbaijan,24,Trainee,Business Intelligence,10,1,False
2021-10-13,Hong Kong,3,Intern,Game Development,10,2,False
2021-01-17,South Georgia and the South Sandwich Islands,14,Junior,Technical Writing,7,6,False
2020-04-23,Virgin Islands U.S.,10,Intern,Social Media Community Management,8,10,True
2021-07-19,Portugal,5,Mid-Level,DevOps,2,1,False
2019-05-28,Costa Rica,0,Senior,Development - FullStack,2,5,False
2021-10-31,Qatar,13,Trainee,Business Analytics / Project Management,8,1,False
2019-05-21,Republic of Korea,10,Junior,Technical Writing,0,7,False
2022-04-21,Iraq,12,Senior,Business Intelligence,10,5,False
2018-12-11,Norfolk Island,9,Mid-Level,Data Engineer,4,7,False
2021-10-13,Mongolia,12,Junior,Game Development,4,4,False
2019-01-28,Peru,22,Trainee,Salesforce,9,9,True
2018-03-06,Democratic People's Republic of Korea,23,Mid-Level,Security Compliance,6,10,False
2021-11-03,United Kingdom,28,Lead,Data Engineer,10,7,False
2018-01-19,Equatorial Guinea,8,Intern,QA Automation,2,0,False
2018-06-19,Virgin Islands U.S.,13,Junior,System Administration,10,9,True
2020-11-22,Northern Mariana Islands,14,Lead,Development - CMS Frontend,0,6,False
2019-10-31,Sudan,3,Junior,QA Manual,7,6,False
2019-02-09,Liberia,16,Trainee,Development - CMS Frontend,0,0,False
2021-07-24,Colombia,19,Lead,Development - Backend,4,5,False
2021-01-09,Sao Tome and Principe,17,Mid-Level,Development - Backend,3,0,False
2018-04-11,Uganda,5,Senior,Development - FullStack,2,5,False
2019-12-03,Latvia,3,Architect,Salesforce,8,8,True
2022-05-25,Morocco,1,Senior,Adobe Experience Manager,3,8,False
2022-07-03,Malawi,28,Intern,Business Analytics / Project Management,0,3,False
2020-08-30,Hungary,30,Intern,Salesforce,4,10,False
2021-03-29,Zimbabwe,27,Trainee,Development - Frontend,0,6,False
2019-02-19,Mali,29,Trainee,Database Administration,2,8,False
2019-09-02,Niger,8,Trainee,Development - Frontend,1,1,False
2019-01-28,Marshall Islands,14,Trainee,Security Compliance,3,6,False
2022-06-16,Montenegro,6,Lead,Business Analytics / Project Management,2,2,False
2018-09-09,Equatorial Guinea,7,Architect,Security Compliance,6,1,False
2020-12-23,Svalbard & Jan Mayen Islands,9,Senior,Sales,1,1,False
2020-11-04,Barbados,5,Mid-Level,Social Media Community Management,2,1,False
2022-05-16,Vietnam,25,Mid-Level,Sales,0,1,False
2019-10-10,Jordan,6,Architect,Development - CMS Backend,10,1,False
2018-05-28,Niue,26,Trainee,Business Analytics / Project Management,9,7,False
2021-10-10,Benin,19,Junior,Data Engineer,4,4,False
2019-04-26,Trinidad and Tobago,29,Senior,Mulesoft,10,7,False
2022-01-04,Romania,21,Mid-Level,Development - CMS Frontend,1,1,False
2021-11-23,Liechtenstein,25,Trainee,Adobe Experience Manager,3,0,False
2018-01-18,Spain,2,Trainee,Social Media Community Management,4,7,False
2018-02-07,Heard Island and McDonald Islands,26,Mid-Level,Development - Backend,2,6,False
2018-02-06,Faroe Islands,29,Junior,Technical Writing,7,4,False
2019-06-20,Heard Island and McDonald Islands,5,Junior,Mulesoft,6,6,False
2018-04-19,Nigeria,30,Senior,Design,9,10,True
2020-04-03,Australia,26,Lead,Adobe Experience Manager,9,9,True
2021-07-01,Nauru,6,Intern,QA Manual,2,10,False
2018-02-17,Madagascar,30,Trainee,Technical Writing,7,6,False
2021-07-16,Kazakhstan,18,Intern,Technical Writing,1,2,False
2021-09-12,Kenya,25,Architect,Business Analytics / Project Management,6,4,False
2020-01-14,China,14,Architect,Game Development,7,3,False
2018-05-11,Marshall Islands,5,Mid-Level,Security,4,4,False
2022-02-26,Ireland,3,Lead,Business Analytics / Project Management,7,8,False
2018-02-05,Northern Mariana Islands,4,Trainee,Security,4,1,False
2020-03-30,Somalia,17,Lead,Security,0,9,False
2018-11-02,United Kingdom,18,Intern,Client Success,0,8,False
2021-08-01,Yemen,28,Lead,Sales,10,7,False
2022-05-21,El Salvador,9,Mid-Level,Development - CMS Backend,0,9,False
2021-09-12,Virgin Islands U.S.,27,Senior,System Administration,6,7,False
2021-06-04,Maldives,8,Architect,Development - Frontend,10,0,False
2018-12-02,Tanzania,3,Trainee,QA Automation,5,6,False
2020-04-17,Sri Lanka,15,Lead,Mulesoft,0,8,False
2019-02-03,Dominican Republic,22,Senior,Game Development,7,6,False
2019-01-05,Algeria,27,Intern,Development - Backend,7,6,False
2021-10-20,Hong Kong,15,Senior,Data Engineer,10,10,True
2018-07-27,Dominican Republic,4,Mid-Level,Game Development,0,3,False
2018-10-08,Swaziland,20,Lead,Security,7,10,False
2018-11-01,Syrian Arab Republic,3,Trainee,Client Success,7,4,False
2021-08-11,Uganda,15,Intern,Client Success,4,2,False
2018-01-17,Rwanda,16,Junior,Adobe Experience Manager,2,9,False
2018-08-16,Virgin Islands British,17,Architect,Security Compliance,5,7,False
2019-05-11,Zambia,22,Mid-Level,System Administration,6,0,False
2018-10-04,United Kingdom,29,Trainee,Development - Backend,4,3,False
2020-09-28,Cambodia,20,Intern,Business Analytics / Project Management,3,5,False
2018-04-21,Russian Federation,16,Architect,Development - CMS Frontend,5,5,False
2019-03-22,Honduras,25,Architect,Technical Writing,5,2,False
2021-04-08,Belize,1,Architect,Security Compliance,4,1,False
2018-10-01,Reunion,24,Architect,Development - CMS Backend,3,0,False
2019-01-16,Svalbard & Jan Mayen Islands,23,Trainee,Business Intelligence,3,3,False
2022-01-19,Honduras,17,Trainee,Database Administration,6,7,False
2019-11-01,Tokelau,10,Trainee,Development - FullStack,9,10,True
2021-03-20,Azerbaijan,1,Junior,Development - Backend,2,1,False
2022-03-30,Japan,18,Mid-Level,Security Compliance,4,7,False
2018-11-24,United States of America,4,Architect,DevOps,7,3,False
2019-12-15,Brazil,30,Junior,Game Development,4,10,False
2020-10-14,Vanuatu,3,Mid-Level,Development - Frontend,10,2,False
2021-12-17,Venezuela,27,Lead,Technical Writing,6,5,False
2021-06-25,Israel,3,Architect,Social Media Community Management,3,3,False
2019-09-22,Hungary,27,Intern,Development - FullStack,4,1,False
2018-06-25,Botswana,7,Junior,Database Administration,9,1,False
2021-11-09,Bermuda,1,Trainee,Client Success,8,2,False
2020-05-04,Micronesia,23,Trainee,Sales,7,10,False
2021-04-06,Iran,30,Mid-Level,Development - CMS Backend,0,9,False
2020-11-21,Mozambique,29,Trainee,Business Intelligence,7,8,False
2018-06-03,Bulgaria,16,Architect,DevOps,4,7,False
2019-12-21,Norfolk Island,26,Trainee,Client Success,1,0,False
2021-01-22,Nigeria,4,Senior,Game Development,8,1,False
2018-12-15,Tanzania,6,Senior,Business Intelligence,7,2,False
2018-03-11,Bouvet Island (Bouvetoya),23,Mid-Level,QA Manual,9,2,False
2020-09-20,Syrian Arab Republic,8,Trainee,Game Development,5,6,False
2020-12-24,Poland,12,Architect,Data Engineer,4,7,False
2021-02-04,San Marino,16,Trainee,Adobe Experience Manager,2,6,False
2019-04-21,Monaco,19,Junior,Adobe Experience Manager,9,2,False
2018-03-09,United States of America,23,Senior,Salesforce,6,1,False
2020-10-27,French Guiana,7,Junior,Design,9,3,False
2020-01-31,Indonesia,16,Architect,Technical Writing,3,3,False
2018-01-26,Nicaragua,24,Mid-Level,Salesforce,3,8,False
2022-03-15,Paraguay,4,Junior,Development - CMS Frontend,5,4,False
2021-08-30,Luxembourg,28,Architect,Technical Writing,6,6,False
2020-07-25,Sudan,2,Mid-Level,DevOps,8,6,False
2022-06-30,India,5,Lead,Development - Frontend,8,3,False
2021-11-23,Argentina,5,Mid-Level,Development - CMS Backend,8,10,True
2019-04-14,Switzerland,10,Trainee,Development - Frontend,4,0,False
2021-07-11,Montserrat,13,Trainee,Sales,5,10,False
2020-08-28,Brunei Darussalam,29,Architect,Technical Writing,0,3,False
2018-11-11,Saint Helena,8,Mid-Level,Security Compliance,3,8,False
2020-03-11,Papua New Guinea,12,Mid-Level,Technical Writing,9,2,False
2021-10-17,Belgium,3,Architect,Business Analytics / Project Management,4,2,False
2018-07-26,Bolivia,11,Junior,Business Intelligence,6,2,False
2020-12-20,Iran,16,Architect,Development - Backend,9,3,False
2019-08-05,Botswana,21,Intern,Mulesoft,9,6,False
2020-07-25,Vietnam,3,Lead,Design,1,0,False
2021-09-11,Iraq,10,Junior,Development - Frontend,2,10,False
2019-07-21,Jordan,11,Intern,Data Engineer,6,3,False
2018-05-03,Wallis and Futuna,0,Intern,DevOps,1,5,False
2020-02-26,Singapore,24,Architect,QA Automation,4,6,False
2019-03-26,Burkina Faso,16,Mid-Level,DevOps,8,8,True
2019-11-07,Indonesia,25,Junior,Development - CMS Frontend,10,4,False
2018-06-13,Tajikistan,28,Architect,Database Administration,2,2,False
2022-05-16,France,21,Mid-Level,Business Intelligence,10,7,False
2019-01-31,Turkey,6,Intern,DevOps,4,0,False
2018-01-28,Venezuela,8,Trainee,Development - CMS Frontend,8,1,False
2018-03-12,Colombia,5,Architect,DevOps,10,5,False
2021-01-02,Mexico,5,Mid-Level,Business Analytics / Project Management,9,5,False
2021-07-25,Venezuela,24,Lead,Client Success,10,4,False
2019-05-30,Croatia,4,Junior,Development - FullStack,10,9,True
2018-09-02,Uruguay,0,Intern,Business Intelligence,7,10,False
2021-11-24,Norway,9,Senior,Business Analytics / Project Management,7,4,False
2020-03-07,Antigua and Barbuda,3,Senior,Game Development,0,7,False
2019-10-31,South Africa,9,Lead,Game Development,6,5,False
2021-04-11,Trinidad and Tobago,22,Trainee,Development - CMS Frontend,10,8,True
2022-02-12,Pitcairn Islands,18,Mid-Level,Security Compliance,9,10,True
2021-12-19,French Southern Territories,1,Architect,System Administration,7,1,False
2019-05-10,Slovenia,14,Architect,Development - FullStack,4,1,False
2020-07-07,United Kingdom,5,Trainee,Design,9,9,True
2021-05-08,Cayman Islands,7,Junior,Development - FullStack,8,6,False
2019-08-08,Iran,27,Mid-Level,Game Development,5,5,False
2021-08-06,Pakistan,17,Lead,Client Success,0,7,False
2019-12-22,Pitcairn Islands,7,Senior,Development - FullStack,5,0,False
2021-07-28,Jamaica,9,Lead,Security Compliance,3,10,False
2018-07-01,Burkina Faso,22,Junior,QA Manual,5,3,False
2019-05-07,Heard Island and McDonald Islands,30,Intern,QA Manual,2,10,False
2018-07-03,Somalia,19,Mid-Level,Technical Writing,8,6,False
2020-07-27,Monaco,13,Intern,Development - Frontend,3,9,False
2021-02-05,Togo,20,Intern,Development - Frontend,4,0,False
2021-04-23,Macedonia,7,Intern,Data Engineer,1,6,False
2019-02-10,Saint Vincent and the Grenadines,17,Architect,Database Administration,6,6,False
2022-01-14,Mauritius,29,Mid-Level,Sales,1,0,False
2022-02-15,Zimbabwe,28,Architect,QA Automation,4,2,False
2021-10-27,Gibraltar,25,Intern,Business Intelligence,1,6,False
2018-02-04,Guernsey,26,Senior,Technical Writing,7,4,False
2018-12-07,Republic of Korea,21,Mid-Level,Development - CMS Backend,1,6,False
2019-01-05,Brazil,29,Architect,Security,7,1,False
2019-02-05,Timor-Leste,15,Senior,Salesforce,4,3,False
2020-04-14,Niue,18,Junior,QA Automation,2,6,False
2021-01-23,Senegal,25,Junior,Adobe Experience Manager,0,9,False
2021-09-21,Oman,21,Mid-Level,Design,9,1,False
2022-03-17,Poland,8,Trainee,Game Development,1,3,False
2018-06-16,Niue,20,Architect,Security Compliance,7,0,False
2022-03-12,Sierra Leone,28,Mid-Level,Development - CMS Backend,5,2,False
2020-07-15,Palestinian Territory,24,Trainee,Business Analytics / Project Management,5,10,False
2018-04-04,Ethiopia,15,Trainee,Technical Writing,0,3,False
2018-04-12,Saint Martin,19,Intern,DevOps,3,4,False
2021-07-04,Ireland,14,Mid-Level,Salesforce,2,10,False
2020-11-16,Mauritius,15,Mid-Level,Business Analytics / Project Management,2,3,False
2021-11-29,Ukraine,19,Architect,Technical Writing,2,8,False
2020-04-03,Ukraine,3,Senior,Technical Writing,6,9,False
2020-02-14,Tajikistan,16,Mid-Level,Development - FullStack,4,4,False
2020-11-10,Argentina,28,Architect,Game Development,1,10,False
2020-02-15,Palau,2,Lead,QA Manual,8,6,False
2022-03-08,Bouvet Island (Bouvetoya),24,Intern,Data Engineer,2,8,False
2019-06-10,Gambia,11,Trainee,Sales,5,4,False
2019-04-06,Niger,7,Junior,Social Media Community Management,2,0,False
2018-06-29,Uzbekistan,6,Trainee,Development - CMS Backend,2,1,False
2019-02-24,Madagascar,29,Intern,Business Analytics / Project Management,3,10,False
2020-08-13,Azerbaijan,5,Architect,System Administration,2,10,False
2019-09-22,Sudan,22,Intern,Development - Backend,10,9,True
2020-01-30,El Salvador,17,Junior,Development - FullStack,2,10,False
2020-08-26,Lesotho,15,Mid-Level,Business Analytics / Project Management,9,2,False
2022-03-24,Heard Island and McDonald Islands,29,Junior,Client Success,6,4,False
2019-11-20,Niue,17,Trainee,DevOps,2,8,False
2019-04-12,Montenegro,12,Intern,Development - Backend,6,2,False
2020-01-05,Central African Republic,17,Architect,Sales,3,5,False
2019-04-24,Brazil,4,Intern,Adobe Experience Manager,4,1,False
2021-04-13,Niger,13,Lead,Security Compliance,1,7,False
2018-09-23,Moldova,19,Senior,Mulesoft,0,6,False
2022-03-14,Falkland Islands (Malvinas),2,Intern,Development - CMS Frontend,8,9,True
2020-11-20,Cameroon,17,Lead,Development - Frontend,2,3,False
2021-06-14,American Samoa,11,Lead,Mulesoft,8,5,False
2018-10-18,Djibouti,0,Lead,Business Intelligence,0,0,False
2019-03-18,Romania,13,Junior,QA Automation,2,4,False
2021-04-19,Fiji,21,Lead,Security,9,3,False
2018-02-25,Cocos (Keeling) Islands,30,Senior,Mulesoft,2,1,False
2019-06-20,Heard Island and McDonald Islands,21,Trainee,QA Manual,6,6,False
2022-01-14,Faroe Islands,3,Lead,Database Administration,10,3,False
2020-03-12,France,4,Lead,QA Automation,0,2,False
2020-10-13,Macedonia,16,Intern,Business Intelligence,9,6,False
2021-11-24,Saint Pierre and Miquelon,10,Lead,DevOps,0,6,False
2019-12-09,Congo,2,Lead,Mulesoft,6,5,False
2021-08-13,Tanzania,3,Intern,Social Media Community Management,6,3,False
2021-08-09,Canada,23,Junior,QA Automation,8,1,False
2018-07-31,Pitcairn Islands,25,Senior,Sales,10,8,True
2020-03-16,Guatemala,7,Lead,QA Manual,1,2,False
2019-08-02,Saint Kitts and Nevis,24,Senior,Sales,5,10,False
2020-01-30,Uruguay,27,Lead,Development - Backend,0,0,False
2019-11-02,Albania,8,Junior,Security,5,10,False
2022-06-18,Guam,10,Lead,Mulesoft,3,0,False
2020-01-09,Niger,20,Mid-Level,Adobe Experience Manager,0,3,False
2018-09-19,Montserrat,13,Lead,DevOps,1,8,False
2018-02-15,Andorra,7,Junior,Business Analytics / Project Management,5,7,False
2022-07-01,Finland,0,Senior,Business Intelligence,8,9,True
2018-04-02,Turks and Caicos Islands,14,Trainee,DevOps,6,10,False
2020-08-23,Morocco,22,Senior,Database Administration,2,7,False
2018-01-18,Lao People's Democratic Republic,1,Junior,Technical Writing,9,5,False
2019-10-14,Liechtenstein,13,Architect,Development - CMS Backend,5,8,False
2020-04-02,Eritrea,7,Lead,Data Engineer,5,4,False
2021-02-17,Lebanon,15,Junior,Development - CMS Backend,6,8,False
2021-10-19,Macao,1,Mid-Level,QA Automation,1,10,False
2019-10-17,Niger,17,Mid-Level,Business Analytics / Project Management,10,0,False
2018-10-22,Saint Kitts and Nevis,11,Lead,Development - CMS Frontend,7,8,False
2020-05-06,Morocco,21,Trainee,System Administration,0,4,False
2020-11-17,Zimbabwe,18,Intern,Client Success,4,1,False
2021-01-05,South Africa,11,Intern,Technical Writing,4,7,False
2018-10-01,Fiji,30,Senior,Game Development,0,4,False
2018-07-16,British Indian Ocean Territory (Chagos Archipelago),8,Senior,Game Development,3,0,False
2020-07-02,Brunei Darussalam,24,Intern,QA Automation,9,7,False
